No,produk,review,rating,sumber
98,Vaseline Healthy Bright Cocoa Radiance,"dulu beli ini karena di racunin sama temeeen. suka bangeeet sama harum coklatnyaa, aku gemeess pengen makan kulit jadinya karena jadi harum coklat hehehe, paling suka bangeet sama varian inii. enakk sih pakenya jadi lembab juga kulit nya",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/total-moisture-cocoa-glow-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
99,Vaseline Healthy Bright Cocoa Radiance,"ini kayanya salah satu pelopor lotion aroma coklat, karena sdh ada sejak dulu lama sebelum muncul bertebaran lotion coklat dengan berbagai merk lain.. termasuk salah satu aroma lotion vaseline yg aku suka selain vaseline aloevera, karena lotion vaseline yg biasa kebanyakan tutup dan botol pink-peach itu kurang suka krn wanginya jadi engga enak gitu beberapa saat setelah diaplikasikan ke kulit. yg ini enak wangi cocoa atau coklat sweet namun gaterlalu eneg asal pakai secukupnya tidak kebanyakan, ada sedikit efek glow sementara saat dipakai & utk ku sudah cukup melembabkan kulit tubuh. harga jg sangat terjangkau - mudah ditemukan.",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/total-moisture-cocoa-glow-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
100,Vaseline Healthy Bright Cocoa Radiance,Sangat menyukai lotion ini sehingga aku menggunakannya setiap hari di tangan dan tubuh. Baunya benar-benar luar biasa dan melembabkan dengan sangat baik. Terasa sangat ringan dan enak di kulit. tidak perlu menggunakan terlalu banyak.,3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/total-moisture-cocoa-glow-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=5
101,Vaseline Healthy Bright Cocoa Radiance,"baunya wangi banget, cuman kalau udah lama wanginya agak mengganggu. karena terlalu tajam aja. bagi yang suka wangi coklat ini cocok buat kamu. aku lebih suka yang botol hijau ama botol pink. wanginya cocok aja di hidungku. gak bikin kepalaku sakit.",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/total-moisture-cocoa-glow-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=6
102,Marina UV White Healthy & Glow Lotion,"Ini body lotion walaupun murah tapi gak murahan. Ada brightening effectnya dikit aja, wanginya enak banget calming banget astagaaa. Ditambah ada gliter nya, yang buat kulit kelihatan glowing sehat gitu. Keren sih bangga produk lokal",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
103,Marina UV White Healthy & Glow Lotion,"salah satu hand body lotion favorite aku akhir""ini. selain harganya yang terjangkau, produk satu ini cukup melembabkan kulit aku yang kering. biasanya aku pake produknya sehabis mandi jadi wanginya itu seger banget. rekomendasi bgt produk satu ini",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
104,Marina UV White Healthy & Glow Lotion,"cukup mudah ditemui dimana2, harganya pun sangat masuk kantong yah. kemasan lumayan handy dengan tutup fliptop. wanginya jujur agak nyengat tapi aku suka2 aja sih, anakku kadang ikut pake juga. tekstur agak cair gitu jadi cepet banget nyerap ke kulit. jujur jadi cepet abis soalnya jadi sering pake hehe",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=3
105,Marina UV White Healthy & Glow Lotion,"uda lama make ini tapi ga pernah review dan baru notice ternyata aku blm review ini produk. Aku pertama make ini karena abang aku yg make ini dulu, dan akhirnya aku coba2 dan ya cocok aja. Sampe aku beli sendiri yg botol besar dan make sendiri. Suka aja sama wanginya, harganya juga murce udah dapat ukuran botol besar hemat bgt. Untuk cerahin kata org ini ngaruh bgt tapi menurut aku masih yg biasa aja makanya aku ga repurchase",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
106,Marina UV White Healthy & Glow Lotion,"Harganya cukup murah dan ada efek glitternya setelah dipakai...Melembapkan juga, aku suka wanginya tapi ada sedikit lengketnya diaku,,mau repurchase lagi tapi masih punya produk lain.. Gak tau lotion marina tuh udah harganya murah dan melembapkan",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
107,Marina UV White Healthy & Glow Lotion,"produk marina satupun tidak ada yang gagal semuanya sangat bagus, termasuk satu produk ini saya sangat menyukainya bagi kalian yang mencari produk kecantikan marina pilihannya, jangan ragukan banyak yang sudah membuktikan termasuk saya sendiri",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=2
108,Marina UV White Healthy & Glow Lotion,Waktu itu pernah pake. Kulit aku jadi gatel gatel gitu ada bintik bintik merahnya. Yaampun mendingan aku pake vaseline deh kalo lagi kepepet. Ini emang harganya murah banget ya. Tapi emang ya gitu kualitasnya gak terlalu bagus. Aku gk cocok pake ini. Bye marina,1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
109,Marina UV White Healthy & Glow Lotion,"kecantol sama harga ya super miring 20rb isi 400ml . beneer bener senang banget sih dapat body lotion harga murah isi banyakkkk. tapi sayang seribu sayang g cocok, awal ya sih bagus. tapi kelama lamaan bikin kulit ku duper kusam, tone kulit ku langsung berubah dratis. awal ya ku g ngeh sih sampai tangan ku belang, padahal aku ni rajin bgt loh pke sunscreen ditangan kaki ku bahkan aku rajin re apply tapi aneh ya kok belang, udah 2 mingguan baru aku sadar kalau dia penyebab ya",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
110,Marina UV White Healthy & Glow Lotion,"kulit saya memang sangat kering sehingga tidak cocok menggunakan produk ini, menurut saya kurang melembabkan, baru digunakan tidak sampai 5 menit setelah itu hilang sudah kelembababnnya. Selain itu wanginya sangat wangi dan saya tidak cocok. Mungkin poiun plus nya ada sparkle-sparkle nya untuk yang suka dan harga yang terjangkau",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
111,Marina UV White Healthy & Glow Lotion,"kalau buat aku produk ini gak berfungsi maksimal di aku, gak ngelembapin😭 cuma efek cooling nya aja, kulit tetep bersisik. untuk efek cerahnya juga aku gak ngerasain sih, gak engeh juga. kalo dibanding marina yg lotion biasa better yg lotion",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
112,Marina UV White Healthy & Glow Lotion,"A noooo for me. Beli karna viral banget di twitter & murah. Beli langsung yang gede, malah nyesel. Soalnya gak cepet nyerep, kalo dipake wudhu langsung licin gitu ga enak banget. Ada partikel shimmer nya juga",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=2
113,Marina UV White Healthy & Glow Lotion,"Ngga bikin cerahhhh, meresapnya juga lamaaaa, harganya kurangggg worth it menurut aku, ngelembabinyaa cuma sebentarrrr:""aku nggaaa terlalu suka sama teksturnyaa. repurchaseeee? nooooooooooooooooooo :""",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=3
114,Marina UV White Healthy & Glow Lotion,"Selalu coba produk body lotion dari Marina, salah satunya lotion ini. Menurutku wanginya enak, kalau melembabkan menurutku kurang, lebih baik varian avocado. setelah dipakai dikulit kayak ada gliter-gliternya gitu dan harus bener bener blend. Mungkin cocok kalo mau coba lotion yang wanginya enak ini boleh di coba karena harganya terjangkau.",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
115,Marina UV White Healthy & Glow Lotion,Pernah beliii karna hargaanya murahhh meriahhhhh bangettt wangi dan lembut cepat ngeresap juga di kulit but menurut gue manfaatnya ga lebih dari wangi dan lembut aja di kulit klaimnya brightening No ga ngefek sama sekali sesuai hargalah ya,3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=3
116,Marina UV White Healthy & Glow Lotion,"Aromanya khas banget Marina ya tentunya, untuk varian ini dia lebih gampang diratain dan lumayan cepat menyerap dikulit, jadi ngga kelamaan becek dikulit. Pemakaian rutin lumayan bikin kulit terhidrasi, dan layan bikin sedikit cerah dikulit. Apalagi pakai body scrubnya juga. Pokoknya lumayan banget lah hasilnya dengan harga yg super murah. Aku suka",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/marina/uv-white-hand-and-body-lotion-68?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
117,Vaseline Superfood Skin Serum,"make serum vaseline yg ini udah dari lamaaaa bgt sampai sekarang masih setia pake ini, selang seling sama vaseline yg lain karna emang secinta itu sama produk vaseline. wanginya nyegerin bgt, tahan lama juga, efek lembabnya kelihatan bgt. biasanya aku pakai kalo lagi di rumah aja.",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
118,Vaseline Superfood Skin Serum,"Lembabnya kurang menurutku kirain bakal bikin lembab dikulit ternyata biasa aja.Teksturnya ringan engga lengket dikulit selama pakai dan termasuk yang cepet meresap sih sebenernya.Wanginya enak seger,lumayan tahan lama.Bikin kulit halus dan lembut kulit agak lebih sehat aja rasanya.Packagingnya juga eyecathing seger liatnya wkwk",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
119,Vaseline Superfood Skin Serum,"beli ini karena kemasannya yang eye catching banget. wanginya juga enak dan seger. begitu diaplikasikan, lotion ini terlalu encer, cepat menyerap tapi kurang tahan lama di kulitku yang kering sehingga perlu sering-sering di reaplly. klo untuk di rumah aja, okelah ini.",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
120,Vaseline Superfood Skin Serum,"Pertama kali coba yang varian skin serum ini. Harapannya sih biar melembabkan nya lebih intense ya. Cuman yang aku rasain, gak begitu. Dia pas diapply, teksturnya berubah jadi agak sedikit watery. Padahal aku ekspektasinya dapet sesuatu yang thick, karena kaki aku ini bener2 serem kering nya. Melembabkan nya gak sesuai ekspektasi aku, cuman wangi nya luar biasa enak. Juara sih ini wangi nya suka. Jadi aku pake ini di tangan, yang gak kering. Karena suka banget sama wanginya. Cuman kalo untuk kaki yang super dry, gak dulu.",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
121,Vaseline Superfood Skin Serum,"Aku suka sama wanginya.. kalo efek mencerahkan kurang efektif, hanya sementara, kalo berhenti pakai , warna kulit balik lagi ke sebelum pakai. Kalo melembabkan itu bagus banget, kulit jadi lembab dan kenyal, tapi harus pake secara rutin agar kulit ga kekeringan.. buat lembabin kulit bagus menurutku tapi kalo emang nyari lotion yang memutihkan lebih baik merek yang lain aja",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
122,Vaseline Superfood Skin Serum,"Tertarik sama packagingnya yang sangat eye-catching dan gemes, pernah sniff juga wanginya enak seger. Tapi sayangnya teksturnya terlalu cair, ga bikin kulit selembab itu. Kulit kerasa cepet kering lagi, kayaknya formulanya ga ngelock moisture gitu. Not gonna repurchase",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
123,Vaseline Superfood Skin Serum,"Beli karena klaim nya mengembalikan kelembapan kulit,untuk kemasan nya menarik sekali dan wanginya juga enak trus nempel seharian tapi sayang pas di aplikasiin ke kulit ku yang kering kurang enak terlalu cair dan ga lembab :( tapi untuk wangi nya enak banget seger btw aku udah abis 2 botol berharap ada perubahan tapi ternyata engga .",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?tab=reviews&cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
124,Vaseline Superfood Skin Serum,"pas lihat ada vaseline varian baru pengen coba, ternyata aku pakai semalam, esok bangun pagi langsung gatel-gatel di area yang memang aku oles semalam. langsung stop pemakai, terus coba kedua kalinya ternyata hasilnya sama dan mikir kalau emang gak cocok.",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
125,Vaseline Superfood Skin Serum,"pertama kali ya nyoba"" body lotion yang satu ini wangi ya enak aku suka tapi ketika dipakai lengket dan bahan ya pun tidak kental agak cair juga dan sayang ya juga ketika dipakai gak langsung kering ....",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
126,Vaseline Superfood Skin Serum,really good product. melembabkan bangett dan wanginya enak puolll. aku emang ga terlalu setia sih sama produk ini karena aku suka coba coba produk nivea juga. tapi overall bagus banget ini. dia ga punya uv protec jadi bisa dipake pas malem dan ini bisa buat kulit kalian halus dan lembab.,4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/vaselline-super-food-skin-serum?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
127,Natur-E Daily Nourishing Lotion,"Hasil kulit sehat standar lembab tapi ga lembab banget, wangi calming, seperti ada butiran butiran scrub begitu diapply dikulit tangan langsung mencair. Menurut gue cukup pricey. Packaging agak ribet, suka meleber dan rawan pecah. Bagusnya pumping / tube aja untuk packaging.",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
128,Natur-E Daily Nourishing Lotion,"lotion ini wanginya termasuk favorit aku, ada bulir bulir hijau juga, teksturnya agak kental, sebenarny aku suka lotion yg cream kental, cuma ya itu untuk packaging botol modelnya yg bikin susah lotionnya keluar, harus lama dibalik dulu",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
129,Natur-E Daily Nourishing Lotion,"Sebenernya ini lotion yg biasa aja, TAPI ENAK BGT DIPAKENYA. Bener-bener bisa melembapkan kulit, bikin kulit lebih plumpy dan kerasa kayak healthy skin gituloh. Dari sekian banyaknya variant, menurutku paling enak ini variant yg hijau. Body lotion nya ada bulir-bulir nya, scented nya super fresh. Lumayan bisa bikin kulit lembut juga, yg aku suka bgt dr body lotion ini tuh gabikin kulit jd berdaki, cepet meresap dan packaging nya praktis. Gampang dicari jugaa",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
130,Natur-E Daily Nourishing Lotion,"Warna nya rada ijo gitu, kalau diliat dari segi texture product ini termasuk cream lotion yanh light dan tidak lengket cepat juga menyerap dikulit. Selain itu aroma nya light alias tidak begitu strong dan tidak begitu awet di body, untuk melembabkan ga kerasa sih di aku, dan mencerahkan juga ga kerasa di aku. Selama pake ini aku sering re-apply",4,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
131,Natur-E Daily Nourishing Lotion,"cari lotion buat kulit super kering. aku punya eksim juga. pas pake ini sih lembab rasanya, tapi gatau, malah memperburuk keadaan eksimku. trus setelah habis sebotol aku beli lagi. dan efeknya makin bikin kulitku jadi super kering, pecah2, trus ngelupas huhuu",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
132,Natur-E Daily Nourishing Lotion,"Iseng beli karena ada promo, malah jatuh cinta. Poin utama sih wanginyaaa. Green tea dengan undertone nutty. Gampang menyerap malah agak seret buat apply badan jadilah dia gue pake hand lotion. Sama kayak suplemennya, ini lembab banget kulit haluus jadi rajin reapply dan usel-usel tangan. Sayang packagingnya ribet, iconic sih tapi coba pump/tube.",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
133,Natur-E Daily Nourishing Lotion,"Aku kenal lotion ini dari temen, waktu kuliah. Beli sampai 2 kali dan yang terakhirnya baru ngeh kalau lotion ini di kulitku lama boo ngeresepnya, jadi pas kena air (wudhu) kaya minyak dan licin gitu... terus seseudahnya buat kulit kering sampai bisa nulis. Maaf",1,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=low_rating&page=1
134,Natur-E Daily Nourishing Lotion,sejujurnya dia masih jadi juaranya body lotion buat aku. teksturnya mudah diblend dan ada butiran warna ijo-kuning. dia sangat amat melembabkan kulitku yang super kering kerontang ini. yang bikin paling seneng adalah dia tahan lama banget bahkan meskipun udah kena air dia tetep lembab tanpa harus re-apply,5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
135,Natur-E Daily Nourishing Lotion,"Body lotion favorite aku dari zaman SMP. Melembabkan banget karena dulu kulit aku kering dan wanginya soft and calming setelah seharian beraktivitas. Kalo pakenya agak banyak jadi licin. Isinya juga banyak, tapi aku belinya pas lagi diskon. Worth it ☺️",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
136,Natur-E Daily Nourishing Lotion,"Wanginya kurang suka, enakan varian pink. Teksturnya... gimana mendeskripsikannya... enak di kulit? Ada sensasi dingin dan seger kalau make. Cuma kalau kena air suka luntur lotinnya. Beberapa jam atau dibawa tidur dulu baru kering. Iya sih melembabkan.",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=3
137,Natur-E Daily Nourishing Lotion,"ini body lotion paling melembabkan yaaa, dari teksturenya dia cair ada butiran-butiran vitaminnya. wanginya calm oke. tapiii, dia licin sekali. kalo pagi pakek , jadi kurang nyaman aja pas pakainya , kurang rekomen sihhi ini",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
138,Natur-E Daily Nourishing Lotion,"Wanginya kurang suka, enakan varian pink. Teksturnya... gimana mendeskripsikannya... enak di kulit? Ada sensasi dingin dan seger kalau make. Cuma kalau kena air suka luntur lotinnya. Beberapa jam atau dibawa tidur dulu baru kering. Iya sih melembabkan.",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
139,Natur-E Daily Nourishing Lotion,"ni body lotion paling melembabkan yaaa, dari teksturenya dia cair ada butiran-butiran vitaminnya. wanginya calm oke. tapiii, dia licin sekali. kalo pagi pakek , jadi kurang nyaman aja pas pakainya , kurang rekomen sihhi ini",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
140,Natur-E Daily Nourishing Lotion,"Produk ini lembabnya oke, namun dia penyerapannya sedikit membutuhkan waktu, ketika belum menyerap sempurna dan digosok-gosok dia akan pilling. ketika aku pakai produk ini dan memakai hand sanitizer dia juga pilling 🥲 lumayan lah untuk body lotion harga segini 😁",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=3
141,Natur-E Daily Nourishing Lotion,cukup bagus untuk body lotion. dia cepat menyerap. tapi kurang melembabkan. kalo terkena air rasanya lengket lengket gitu. tapi over all good. ada butiran butiran kecil yang kalo di usap jadi hilang. unik sih. dan rekomen juga kalo mau nyobain,3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/natur-e/daily-nourishing-lotion-55?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=4
142,Citra Natural Glowing White UV Hand and Body Lotion,"dari kecil aku selalu pakai ini apalagi waktu smp, sampe yg kata org bilang citra itu buat banyak bulu. Tapi secara pribadi aku malah suku kalau bulu ku banyak, kayak suka aja cantik kayak org arab bulunya banyak dan lebat. Tapi sekarang ini justru aku ga pernah lagi make produk citra, yg aku notice citra itu wanginya khas bgt",3,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
143,Citra Natural Glowing White UV Hand and Body Lotion,"produk ini satupun tidak ada yang gagal semuanya sangat bagus, termasuk satu produk ini saya sangat menyukainya bagi kalian yang mencari produk kecantikan ini pilihannya, jangan ragukan banyak yang sudah membuktikan termasuk saya sendiri",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
144,Citra Natural Glowing White UV Hand and Body Lotion,"uda make produk ini dari smp teksturnya kental gitu dan emang bagus banget buat mutihin cuma bikin bulu lebatt, tp ini body lotion baunya wangi banget sempet dikira pake parfum padahal cuma pake citra trs ini juga ada efek tone up gitu sama ada glitter nya gt bikin kulit cantik",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
145,Citra Natural Glowing White UV Hand and Body Lotion,"lotion udah dari taun baheula wkwk but suka banget tetepppp, diatu kaya ada gliter2nya gitu loh kalo dipake dikaki kek abu2 but lama2 nyerep jadi aga putihan kaya ada toneupnya wkwk suka banget pokoknya baunya juga enak kaya bau2 rempah2 tipis bengkoang juga",5,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=2
146,Citra Natural Glowing White UV Hand and Body Lotion,"Dulu mama ku suka banget pake body lotion nya citra, kebetulan pas banget semua body lotion aku habis jadi pengen coba pake citra,aku langsung beli yang 380 ml,dia pump gitu. Klaimnya sih 3x kekuatan mencerahkan sejak pemakaian pertama tapi untuk jangka panjangnya blm keliatan di aku padahal udah mau habis produknya,dia ada efek tone up di awal pemakaian aja, untuk melembabkan juga kurang banget di aku, bentuknya cream putih gitu lumayan cepet meresap tapi entah kenapa aku ngerasa dia bikin rambut tangan jadi makin lebat. Repurchase? No.",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=33
147,Citra Natural Glowing White UV Hand and Body Lotion,"ku ga suka sama baunya. aku sendiri sebenernya rada ga bisa nahan bau yang ga aku suka, dan dia bikin aku pusing gitu. ga aku lanjutin jadinya:) // untuk texture cream, ya kayak body lotion biasanya lah. untuk nge blend lumayan gampang sih // hasil? belum terlihat:) // repurchase?! no sowrryy:)",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=40
148,Citra Natural Glowing White UV Hand and Body Lotion,"ini dulu body lotion pertama aku pas masih esdeee. jadi pas SD kan doyan main panas jadinya item, emak nyuruh pake ini body lotion biar ga item item amat tapi aku pakai banyak banyak juga ga bekerja sama sekali dan kulitku tetep item. sekarang aku udah coba merk lain dan syukur banget udah ga item lagiiii.",2,https://reviews.femaledaily.com/products/moisturizer-36/lotions/citra/hand-and-body-lotion-citra-lasting-white-uv?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=40
